Edit Factor,Eigenvalue (Real),Eigenvalue (Imag)
0.0,-4.668552064330132e-31,0.0
0.0,-1.0310144783054627e-31,7.878608639759837e-32
0.0,-1.0310144783054627e-31,-7.878608639759837e-32
0.0,-1.006681793066442e-31,0.0
0.0,-1.029704221968456e-31,3.62309916446793e-32
0.0,-1.029704221968456e-31,-3.62309916446793e-32
0.0,9.356553420834787e-33,7.110323539089413e-32
0.0,9.356553420834787e-33,-7.110323539089413e-32
0.0,3.628620212949992e-32,1.6452197653530426e-32
0.0,3.628620212949992e-32,-1.6452197653530426e-32
0.0,3.4704315180748996e-32,0.0
0.0,-3.812091041372644e-32,0.0
0.0,-1.8294516295697053e-32,1.3975290197720343e-32
0.0,-1.8294516295697053e-32,-1.3975290197720343e-32
0.0,-5.469823205985533e-33,2.105881668813606e-32
0.0,-5.469823205985533e-33,-2.105881668813606e-32
0.0,3.124945501480205e-33,0.0
0.0,-3.401316509895956e-33,5.873825555563506e-33
0.0,-3.401316509895956e-33,-5.873825555563506e-33
0.0,116.21019412353704,0.0
0.0,-17.210194123537065,0.0
0.0,4.912084537088842e-16,0.0
0.0,8.671897298276783e-20,0.0
0.0,3.9437022463457054e-17,0.0
0.0,-1.77438686635414e-16,0.0
0.0,-6.29827737567753e-18,0.0
0.0,-1.0324475744844453e-17,0.0
0.0,1.000255513113519e-17,0.0
0.0,-4.123892048208921e-17,0.0
0.0,-5.253714054155359e-17,0.0
0.0,-0.9999999999999978,1.6184142622847343e-15
